"","plot","sp","cover","accepted_name"
"4013","D113","Quercusmacrocarpa",1.4848515,"Quercus macrocarpa"
"4014","D113","Quercusmacrocarpa",4.65029856,"Quercus macrocarpa"
"4015","D113","Quercusmacrocarpa",1.17855486,"Quercus macrocarpa"
"4016","D113","Prunusserotina",11.19209886,"Prunus serotina"
"4017","D113","Prunusserotina",21.23656704,"Prunus serotina"
"4018","D117","Phellodendronamurense",2.71221966,"Phellodendron amurense"
"4019","D117","Tiliaamericana",6.71938254,"Tilia americana"
"4020","D117","Tiliaamericana",3.51870264,"Tilia americana"
"4021","D117","Tiliaamericana",6.23086776,"Tilia americana"
"4022","D117","Tiliaamericana",6.56710686,"Tilia americana"
"4023","D117","Tiliaamericana",2.31445944,"Tilia americana"
"4024","D117","Tiliaamericana",6.23086776,"Tilia americana"
"4025","D117","Ostryavirginiana",1.41373134,"Ostrya virginiana"
"4026","D117","Tiliaamericana",2.05266744,"Tilia americana"
"4027","D117","Ostryavirginiana",0.61281144,"Ostrya virginiana"
"4028","D117","Fraxinussp.",2.2920435,"Fraxinus"
"4029","D123","Quercusmacrocarpa",36.49402296,"Quercus macrocarpa"
"4030","D123","Tiliaamericana",2.71221966,"Tilia americana"
"4031","D123","Tiliaamericana",1.88686584,"Tilia americana"
"4032","D123","Tiliaamericana",1.36153656,"Tilia americana"
"4033","D123","Tiliaamericana",2.61579294,"Tilia americana"
"4034","D123","Ulmusamericana",1.46690784,"Ulmus americana"
"4035","D123","Unidentified",5.30914176,""
"4036","D125","Acersaccharum",2.56823406,"Acer saccharum"
"4037","D125","Quercusrubra",2.71221966,"Quercus rubra"
"4038","D125","Tiliaamericana",2.54461824,"Tilia americana"
"4039","D125","Unidentified",5.939406,""
"4040","D134","Acersaccharum",6.08426424,"Acer saccharum"
"4041","D134","Fraxinussp.",24.04646784,"Fraxinus"
"4042","D134","Acersaccharum",1.53933696,"Acer saccharum"
"4043","D134","Acersaccharum",3.03765984,"Acer saccharum"
"4044","D134","Acersaccharum",2.0738835,"Acer saccharum"
"4045","D134","Acersaccharum",1.78678494,"Acer saccharum"
"4046","D134","Tiliaamericana",3.94656894,"Tilia americana"
"4047","D134","Tiliaamericana",2.31445944,"Tilia americana"
"4048","D134","Acersaccharum",0.57861486,"Acer saccharum"
"4049","D134","Acersaccharum",2.59195896,"Acer saccharum"
"4050","D134","Tiliaamericana",0.55636254,"Tilia americana"
"4051","D134","Tiliaamericana",1.02366126,"Tilia americana"
"4052","D134","Tiliaamericana",0.56743416,"Tilia americana"
"4053","DD100","Quercusalba",36.76219614,"Quercus alba"
"4054","DD100","Tiliaamericana",6.26779134,"Tilia americana"
"4055","DD100","Ulmusrubra",5.83190766,"Ulmus rubra"
"4056","DD100","Ulmusrubra",14.24153934,"Ulmus rubra"
"4057","DD100","Tiliaamericana",3.71531934,"Tilia americana"
"4058","DD100","Tiliaamericana",7.6696875,"Tilia americana"
"4059","DD100","Tiliaamericana",6.304824,"Tilia americana"
"4060","DD100","Acersaccharum",3.0119715,"Acer saccharum"
"4061","DD112","Prunusserotina",2.05266744,"Prunus serotina"
"4062","DD112","Prunusserotina",2.15983854,"Prunus serotina"
"4063","DD112","Prunusserotina",3.975966,"Prunus serotina"
"4064","DD112","Quercusalba",18.6649515,"Quercus alba"
"4065","DD112","Quercusalba",16.61855616,"Quercus alba"
"4066","DD112","Quercusalba",15.320286,"Quercus alba"
"4067","DD112","Quercusalba",21.78458496,"Quercus alba"
"4068","DD112","Acersaccharum",0.75941496,"Acer saccharum"
"4069","DD112","Acersaccharum",2.78568504,"Acer saccharum"
"4070","DD112","Acersaccharum",3.08936376,"Acer saccharum"
"4071","DD112","Prunusserotina",1.396224,"Prunus serotina"
"4072","DD112","Prunusserotina",1.63232766,"Prunus serotina"
"4073","DD112","Ulmusamericana",1.78678494,"Ulmus americana"
"4074","DD112","Ulmusamericana",0.8521875,"Ulmus americana"
"4075","DD112","Ulmusamericana",1.63232766,"Ulmus americana"
"4076","DD114","Quercusalba",18.60119424,"Quercus alba"
"4077","DD114","Quercusalba",15.96282174,"Quercus alba"
"4078","DD114","Quercusalba",16.25924664,"Quercus alba"
"4079","DD114","Ostryavirginiana",1.53933696,"Ostrya virginiana"
"4080","DD114","Prunusserotina",0.61281144,"Prunus serotina"
"4081","DD114","Tiliaamericana",1.27672686,"Tilia americana"
"4082","DD115","Acersaccharum",8.68282254,"Acer saccharum"
"4083","DD115","Acersaccharum",3.141504,"Acer saccharum"
"4084","DD115","Acersaccharum",1.46690784,"Acer saccharum"
"4085","DD115","Prunusserotina",2.24753886,"Prunus serotina"
"4086","DD115","Quercusrubra",24.70274766,"Quercus rubra"
"4087","DD115","Quercusalba",14.13027774,"Quercus alba"
"4088","DD115","Acersaccharum",1.00877184,"Acer saccharum"
"4089","DD115","Acersaccharum",1.24356654,"Acer saccharum"
"4090","DD115","Acersaccharum",1.74751614,"Acer saccharum"
"4091","DD115","Ostryavirginiana",0.921726,"Ostrya virginiana"
"4092","DD115","Prunusserotina",0.659934,"Prunus serotina"
"4093","DD115","Prunusserotina",0.93596094,"Prunus serotina"
"4094","DD115","Acersaccharum",0.56743416,"Acer saccharum"
"4095","DD145","Juglansnigra",6.4916235,"Juglans nigra"
"4096","DD145","Ulmusrubra",3.8300715,"Ulmus rubra"
"4097","DD145","Prunusserotina",29.38375224,"Prunus serotina"
"4098","DD145","Quercusrubra",3.03765984,"Quercus rubra"
"4099","DD145","Prunusserotina",3.40875,"Prunus serotina"
"4100","DD145","Quercusmacrocarpa",1.82649006,"Quercus macrocarpa"
"4101","DD145","Unidentified",2.03156046,""
"4102","DD148","Tiliaamericana",3.22053246,"Tilia americana"
"4103","DD148","Prunusserotina",1.82649006,"Prunus serotina"
"4104","DD148","Tiliaamericana",1.767096,"Tilia americana"
"4105","DD148","Tiliaamericana",1.43134776,"Tilia americana"
"4106","DD148","Tiliaamericana",1.576206,"Tilia americana"
"4107","DD148","Tiliaamericana",0.7212915,"Tilia americana"
"4108","DD148","Tiliaamericana",1.16257464,"Tilia americana"
"4109","DD148","Tiliaamericana",0.93596094,"Tilia americana"
"4110","DD148","Crataegussp.",0.62442846,"Crataegus"
"4111","DD148","Crataegussp.",0.6013035,"Crataegus"
"4112","DD148","Tiliaamericana",0.659934,"Tilia americana"
"4113","DD148","Acernegundo",0.95030496,"Acer negundo"
"4114","DD148","Fraxinussp.",2.20347054,"Fraxinus"
"4115","DD148","Crataegussp.",0.63615456,"Crataegus"
"4116","DD148","Crataegussp.",0.57861486,"Crataegus"
"4117","DD148","Fraxinussp.",3.19408056,"Fraxinus"
"4118","DD148","Fraxinussp.",1.576206,"Fraxinus"
"4119","DD148","Fraxinussp.",3.63040056,"Fraxinus"
"4120","DD148","Fraxinussp.",1.70868366,"Fraxinus"
"4121","DD148","Fraxinussp.",1.968894,"Fraxinus"
"4122","DD148","Fraxinussp.",4.33723896,"Fraxinus"
"4123","DD148","Fraxinussp.",2.56823406,"Fraxinus"
"4124","DD148","Fraxinussp.",4.7463435,"Fraxinus"
"4125","DD148","Fraxinussp.",1.4848515,"Fraxinus"
"4126","DD148","Fraxinussp.",2.13818616,"Fraxinus"
"4127","DD148","Fraxinussp.",1.74751614,"Fraxinus"
"4128","DD148","Fraxinussp.",4.4300115,"Fraxinus"
"4129","DD148","Fraxinussp.",1.22715,"Fraxinus"
"4130","DD148","Fraxinussp.",1.88686584,"Fraxinus"
"4131","DD83","Acersaccharum",8.99015544,"Acer saccharum"
"4132","DD83","Acersaccharum",7.58809566,"Acer saccharum"
"4133","DD83","Acersaccharum",5.00726286,"Acer saccharum"
"4134","DD83","Acersaccharum",3.0119715,"Acer saccharum"
"4135","DD83","Quercusrubra",27.80427384,"Quercus rubra"
"4136","DD83","Acersaccharum",3.24709344,"Acer saccharum"
"4137","DD83","Acersaccharum",2.24753886,"Acer saccharum"
"4138","DD83","Quercusrubra",28.03841406,"Quercus rubra"
"4139","DD83","Quercusrubra",15.903864,"Quercus rubra"
"4140","DD86","Juglansnigra",19.43854686,"Juglans nigra"
"4141","DD86","Juglansnigra",37.30148766,"Juglans nigra"
"4142","DD86","Ostryavirginiana",1.03865976,"Ostrya virginiana"
"4143","DD86","Acersaccharum",0.93596094,"Acer saccharum"
"4144","DD86","Acersaccharum",0.73389024,"Acer saccharum"
"4145","DD86","Acersaccharum",0.79852014,"Acer saccharum"
"4146","DD90","Quercusalba",14.57794206,"Quercus alba"
"4147","DD90","Acersaccharum",3.88810206,"Acer saccharum"
"4148","DD90","Quercusalba",10.3203315,"Quercus alba"
"4149","DD90","Tiliaamericana",6.01161696,"Tilia americana"
"4150","DD90","Quercusalba",9.94422366,"Quercus alba"
"4151","DD90","Quercusalba",13.3636635,"Quercus alba"
"4152","DD90","Ostryavirginiana",0.659934,"Ostrya virginiana"
"4153","DD90","Quercusalba",17.28748926,"Quercus alba"
"4154","DD90","Acersaccharum",0.6013035,"Acer saccharum"
"4155","DD90","Tiliaamericana",1.80658296,"Tilia americana"
"4156","DD90","Tiliaamericana",0.70880184,"Tilia americana"
"4157","DD90","Ostryavirginiana",1.09974456,"Ostrya virginiana"
"4158","DD90","Acersaccharum",0.79852014,"Acer saccharum"
"4159","DD90","Prunusserotina",0.68414976,"Prunus serotina"
"4160","E111","0",0,""
"4161","EE108","Quercusalba",32.08528206,"Quercus alba"
"4162","EE108","Ulmusamericana",1.41373134,"Ulmus americana"
"4163","EE108","Ulmusamericana",1.19464416,"Ulmus americana"
"4164","EE108","Fraxinussp.",1.55771694,"Fraxinus"
"4165","EE108","Ulmusamericana",0.97932024,"Ulmus americana"
"4166","EE108","Fraxinussp.",0.79852014,"Fraxinus"
"4167","EE108","Fraxinussp.",1.53933696,"Fraxinus"
"4168","EE120","Acersaccharum",12.35745504,"Acer saccharum"
"4169","EE120","Quercusalba",21.9918915,"Quercus alba"
"4170","EE120","Quercusalba",19.76551416,"Quercus alba"
"4171","EE120","Quercusalba",10.60699374,"Quercus alba"
"4172","EE120","Quercusalba",24.55614414,"Quercus alba"
"4173","EE120","Acersaccharum",0.86587704,"Acer saccharum"
"4174","EE120","Ostryavirginiana",0.6013035,"Ostrya virginiana"
"4175","EE120","Prunusserotina",0.7212915,"Prunus serotina"
"4176","EE120","Prunusserotina",0.62442846,"Prunus serotina"
"4177","EE134","Ulmuspumila",16.98179256,"Ulmus pumila"
"4178","EE134","Ulmuspumila",2.78568504,"Ulmus pumila"
"4179","EE134","Acersaccharum",11.540664,"Acer saccharum"
"4180","EE134","Ulmusamericana",3.32743086,"Ulmus americana"
"4181","EE134","Rhamnuscathartica",1.02366126,"Rhamnus cathartica"
"4182","EE140","Acersaccharum",4.84337016,"Acer saccharum"
"4183","EE140","Acersaccharum",1.03865976,"Acer saccharum"
"4184","EE140","Acersaccharum",2.59195896,"Acer saccharum"
"4185","EE140","Unidentified",1.4848515,""
"4186","EE140","Ulmusamericana",0.62442846,"Ulmus americana"
"4187","EE140","Ulmusamericana",0.74659806,"Ulmus americana"
"4188","EE140","Ulmusamericana",0.77234094,"Ulmus americana"
"4189","EE140","Robiniapseudoacacia",1.6702875,"Robinia pseudoacacia"
"4190","EE140","Ulmusamericana",1.3103235,"Ulmus americana"
"4191","EE140","Ulmusamericana",1.55771694,"Ulmus americana"
"4192","EE140","Ulmusamericana",1.8666315,"Ulmus americana"
"4193","EE140","Ulmusamericana",0.75941496,"Ulmus americana"
"4194","EE140","Ulmusamericana",1.24356654,"Ulmus americana"
"4195","EE140","Ulmusamericana",1.74751614,"Ulmus americana"
"4196","EE140","Ulmusamericana",1.41373134,"Ulmus americana"
"4197","EE140","Ulmusamericana",2.31445944,"Ulmus americana"
"4198","EE140","Ulmusamericana",0.785376,"Ulmus americana"
"4199","EE140","Ulmusamericana",0.63615456,"Ulmus americana"
"4200","EE140","Ulmusamericana",0.55636254,"Ulmus americana"
"4201","EE140","Ulmusamericana",0.68414976,"Ulmus americana"
"4202","EE140","Ulmusamericana",0.659934,"Ulmus americana"
"4203","EE140","Ulmusamericana",1.26009216,"Ulmus americana"
"4204","F107","Quercusrubra",7.58809566,"Quercus rubra"
"4205","F107","Quercusrubra",10.17847296,"Quercus rubra"
"4206","F107","Quercusrubra",14.97537504,"Quercus rubra"
"4207","F107","Quercusrubra",10.17847296,"Quercus rubra"
"4208","F107","Quercusrubra",8.59599486,"Quercus rubra"
"4209","F107","Quercusrubra",12.40943166,"Quercus rubra"
"4210","F107","Quercusrubra",7.02916974,"Quercus rubra"
"4211","F107","Quercusrubra",15.43612896,"Quercus rubra"
"4212","F107","Quercusellipsoidalis",1.46690784,"Quercus ellipsoidalis"
"4213","F107","Quercusellipsoidalis",0.8521875,"Quercus ellipsoidalis"
"4214","F107","Quercusrubra",1.21084254,"Quercus rubra"
"4215","F107","Acerplatanoides",3.65859774,"Acer platanoides"
"4216","F107","Fraxinusamericana",3.16773774,"Fraxinus americana"
"4217","F107","Fraxinusamericana",2.13818616,"Fraxinus americana"
"4218","F108","Quercusmacrocarpa",34.21097856,"Quercus macrocarpa"
"4219","F108","Quercusrubra",14.4653715,"Quercus rubra"
"4220","F108","Quercusrubra",9.168174,"Quercus rubra"
"4221","F108","Quercusrubra",20.16147456,"Quercus rubra"
"4222","F108","Quercusrubra",14.07481056,"Quercus rubra"
"4223","F108","Ostryavirginiana",2.38236174,"Ostrya virginiana"
"4224","F108","Quercusrubra",1.43134776,"Quercus rubra"
"4225","F108","Quercusrubra",1.6702875,"Quercus rubra"
"4226","F108","Quercusrubra",1.34435646,"Quercus rubra"
"4227","F108","Ostryavirginiana",1.52106606,"Ostrya virginiana"
"4228","F108","Ostryavirginiana",1.08430974,"Ostrya virginiana"
"4229","F108","Ostryavirginiana",1.13094144,"Ostrya virginiana"
"4230","F108","Ostryavirginiana",0.9939915,"Ostrya virginiana"
"4231","F108","Ulmusamericana",0.81177336,"Ulmus americana"
"4232","F112","Populusgrandidentata",3.49105086,"Populus grandidentata"
"4233","F112","Prunusserotina",6.26779134,"Prunus serotina"
"4234","F112","Tiliaamericana",1.84650624,"Tilia americana"
"4235","F112","Tiliaamericana",3.40875,"Tilia americana"
"4236","F112","Fraxinuspennsylvanica",6.04788606,"Fraxinus pennsylvanica"
"4237","F112","Ulmusamericana",2.09520864,"Ulmus americana"
"4238","F112","Ulmusamericana",1.84650624,"Ulmus americana"
"4239","F112","Ulmusrubra",1.80658296,"Ulmus rubra"
"4240","F112","Fraxinuspennsylvanica",4.18479966,"Fraxinus pennsylvanica"
"4241","F112","Fraxinuspennsylvanica",6.23086776,"Fraxinus pennsylvanica"
"4242","F112","Prunusserotina",1.43134776,"Prunus serotina"
"4243","F112","Fraxinuspennsylvanica",4.87593054,"Fraxinus pennsylvanica"
"4244","F113","Prunusserotina",6.19405326,"Prunus serotina"
"4245","F113","Quercusrubra",34.99291854,"Quercus rubra"
"4246","F113","Ulmusrubra",12.20217966,"Ulmus rubra"
"4247","F113","Acerplatanoides",1.53933696,"Acer platanoides"
"4248","F113","Caryacordiformis",1.61351136,"Carya cordiformis"
"4249","F113","Fraxinuspennsylvanica",5.79629304,"Fraxinus pennsylvanica"
"4250","F113","Prunusserotina",4.30653294,"Prunus serotina"
"4251","F114","Juglansnigra",5.72539104,"Juglans nigra"
"4252","F114","Quercusmacrocarpa",2.405214,"Quercus macrocarpa"
"4253","F114","Quercusmacrocarpa",10.36783584,"Quercus macrocarpa"
"4254","F114","Ulmusamericana",1.36153656,"Ulmus americana"
"4255","F118","Quercusmacrocarpa",22.61970144,"Quercus macrocarpa"
"4256","F118","Quercusmacrocarpa",22.83093486,"Quercus macrocarpa"
"4257","F118","Quercusmacrocarpa",42.04401336,"Quercus macrocarpa"
"4258","F118","Tiliaamericana",15.78627576,"Tilia americana"
"4259","F118","Quercusmacrocarpa",34.81839054,"Quercus macrocarpa"
"4260","F118","Tiliaamericana",5.37742584,"Tilia americana"
"4261","F118","Tiliaamericana",5.04036864,"Tilia americana"
"4262","F118","Tiliaamericana",0.95030496,"Tilia americana"
"4263","F118","Tiliaamericana",1.92766176,"Tilia americana"
"4264","F118","Tiliaamericana",2.93556096,"Tilia americana"
"4265","F118","Ulmusamericana",2.03156046,"Ulmus americana"
"4266","F118","Ulmusamericana",1.22715,"Ulmus americana"
"4267","F118","Ulmusamericana",1.53933696,"Ulmus americana"
"4268","F118","Ulmusamericana",1.63232766,"Ulmus americana"
"4269","F118","Ulmusamericana",0.70880184,"Ulmus americana"
"4270","F118","Ulmusamericana",0.95030496,"Ulmus americana"
"4271","F118","Ulmusamericana",1.80658296,"Ulmus americana"
"4272","F118","Ulmusamericana",1.1467035,"Ulmus americana"
"4273","F118","Fraxinussp.",6.4916235,"Fraxinus"
"4274","F119","Tiliaamericana",3.63040056,"Tilia americana"
"4275","F119","Tiliaamericana",2.56823406,"Tilia americana"
"4276","F119","Tiliaamericana",5.86763136,"Tilia americana"
"4277","F119","Ulmusamericana",1.8666315,"Ulmus americana"
"4278","F119","Ulmusamericana",2.68794936,"Ulmus americana"
"4279","F119","Tiliaamericana",1.36153656,"Tilia americana"
"4280","F119","Tiliaamericana",7.068384,"Tilia americana"
"4281","F119","Tiliaamericana",0.64798974,"Tilia americana"
"4282","F119","Tiliaamericana",2.78568504,"Tilia americana"
"4283","F119","Ulmusamericana",3.11537934,"Ulmus americana"
"4284","F119","Ulmusamericana",1.26009216,"Ulmus americana"
"4285","F119","Ulmusamericana",1.27672686,"Ulmus americana"
"4286","F122","Juglansnigra",22.20017976,"Juglans nigra"
"4287","F122","Quercusmacrocarpa",13.3636635,"Quercus macrocarpa"
"4288","F122","Tiliaamericana",10.27293624,"Tilia americana"
"4289","F122","Ulmusamericana",0.79852014,"Ulmus americana"
"4290","F122","Ulmusamericana",2.35961856,"Ulmus americana"
"4291","F122","Ulmusamericana",0.74659806,"Ulmus americana"
"4292","F122","Ulmusamericana",1.02366126,"Ulmus americana"
"4293","F122","Ulmusamericana",1.068984,"Ulmus americana"
"4294","F122","Ulmusamericana",1.55771694,"Ulmus americana"
"4295","F122","Ulmusamericana",0.69642126,"Ulmus americana"
"4296","F122","Ulmusamericana",1.17855486,"Ulmus americana"
"4297","F122","Ulmusamericana",4.586814,"Ulmus americana"
"4298","F122","Ulmusamericana",1.11528846,"Ulmus americana"
"4299","F129","Acersaccharum",3.24709344,"Acer saccharum"
"4300","F129","Quercusrubra",5.83190766,"Quercus rubra"
"4301","F129","Tiliaamericana",2.66378814,"Tilia americana"
"4302","F129","Tiliaamericana",3.94656894,"Tilia americana"
"4303","F129","Acersaccharum",22.6900035,"Acer saccharum"
"4304","F129","Acersaccharum",0.64798974,"Acer saccharum"
"4305","F129","Acersaccharum",1.92766176,"Acer saccharum"
"4306","F129","Acersaccharum",0.9939915,"Acer saccharum"
"4307","F129","Acersaccharum",1.32728544,"Acer saccharum"
"4308","F129","Tiliaamericana",1.8666315,"Tilia americana"
"4309","F129","Tiliaamericana",1.72804536,"Tilia americana"
"4310","F129","Tiliaamericana",1.767096,"Tilia americana"
"4311","F129","Tiliaamericana",1.576206,"Tilia americana"
"4312","F129","Tiliaamericana",1.52106606,"Tilia americana"
"4313","F129","Fraxinussp.",2.639736,"Fraxinus"
"4314","F129","Fraxinussp.",1.36153656,"Fraxinus"
"4315","F134","Ulmusrubra",3.8300715,"Ulmus rubra"
"4316","F134","Fraxinusamericana",15.78627576,"Fraxinus americana"
"4317","F134","Tiliaamericana",0.57861486,"Tilia americana"
"4318","F134","Ulmusamericana",3.2737635,"Ulmus americana"
"4319","F134","Acersaccharum",0.69642126,"Acer saccharum"
"4320","F134","Tiliaamericana",1.08430974,"Tilia americana"
"4321","F134","Ulmusamericana",1.068984,"Ulmus americana"
"4322","F134","Acersaccharum",31.41945774,"Acer saccharum"
"4323","FF112","Fraxinussp.",5.44614624,"Fraxinus"
"4324","FF112","Prunusserotina",1.84650624,"Prunus serotina"
"4325","FF112","Prunusserotina",2.83520736,"Prunus serotina"
"4326","FF112","Prunusserotina",2.01056256,"Prunus serotina"
"4327","FF112","Prunusserotina",1.576206,"Prunus serotina"
"4328","FF112","Prunusserotina",1.65125304,"Prunus serotina"
"4329","FF112","Acersaccharum",1.16257464,"Acer saccharum"
"4330","FF112","Acersaccharum",1.068984,"Acer saccharum"
"4331","FF112","Prunusserotina",0.95030496,"Prunus serotina"
"4332","FF112","Prunusserotina",1.27672686,"Prunus serotina"
"4333","FF112","Fraxinussp.",2.405214,"Fraxinus"
"4334","FF112","Fraxinussp.",2.05266744,"Fraxinus"
"4335","FF112","Fraxinussp.",5.30914176,"Fraxinus"
"4336","FF117","Quercusalba",36.13798584,"Quercus alba"
"4337","FF117","Quercusalba",24.483006,"Quercus alba"
"4338","FF117","Quercusalba",13.79911086,"Quercus alba"
"4339","FF117","Unidentified",17.90706366,""
"4340","FF117","Quercusalba",29.22384096,"Quercus alba"
"4341","FF117","Unidentified",1.16257464,""
"4342","FF117","Quercusalba",0.56743416,"Quercus alba"
"4343","FF117","Prunusserotina",1.8666315,"Prunus serotina"
"4344","FF117","Quercusrubra",13.79911086,"Quercus rubra"
"4345","FF117","Ulmusamericana",1.78678494,"Ulmus americana"
"4346","FF123","Ulmusamericana",4.15463904,"Ulmus americana"
"4347","FF123","Ulmusamericana",6.1207515,"Ulmus americana"
"4348","FF123","Ulmusamericana",5.939406,"Ulmus americana"
"4349","FF123","Acersaccharum",0.57861486,"Acer saccharum"
"4350","FF123","Acersaccharum",1.02366126,"Acer saccharum"
"4351","FF123","Acersaccharum",0.64798974,"Acer saccharum"
